icd_class,icd_class_short,icd3,age_band,sex,deaths,age_band_label,age_band_order
XIX,Травмы и отравления,S27,20_24,жен,2,20-24,5
XIX,Травмы и отравления,S27,20_24,муж,15,20-24,5
XIX,Травмы и отравления,S27,25_29,жен,1,25-29,6
XIX,Травмы и отравления,S27,25_29,муж,16,25-29,6
XIX,Травмы и отравления,S27,30_34,муж,14,30-34,7
XIX,Травмы и отравления,S27,35_39,жен,1,35-39,8
XIX,Травмы и отравления,S27,35_39,муж,32,35-39,8
XIX,Травмы и отравления,S27,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S27,40_44,муж,38,40-44,9
XIX,Травмы и отравления,S27,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S27,45_49,муж,23,45-49,10
XIX,Травмы и отравления,S27,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S27,50_54,муж,16,50-54,11
XIX,Травмы и отравления,S27,55_59,жен,1,55-59,12
XIX,Травмы и отравления,S27,55_59,муж,12,55-59,12
XIX,Травмы и отравления,S27,60_64,муж,5,60-64,13
XIX,Травмы и отравления,S27,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S27,65_69,муж,2,65-69,14
XIX,Травмы и отравления,S27,70_74,жен,2,70-74,15
XIX,Травмы и отравления,S27,75_79,жен,1,75-79,16
XIX,Травмы и отравления,S27,75_79,муж,1,75-79,16
XIX,Травмы и отравления,S27,80_plus,жен,2,80+,17
XIX,Травмы и отравления,S27,80_plus,муж,1,80+,17
XIX,Травмы и отравления,S28,40_44,муж,2,40-44,9
XIX,Травмы и отравления,S29,15_19,муж,1,15-19,4
XIX,Травмы и отравления,S29,20_24,муж,1,20-24,5
XIX,Травмы и отравления,S29,25_29,жен,1,25-29,6
XIX,Травмы и отравления,S29,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S29,30_34,муж,4,30-34,7
XIX,Травмы и отравления,S29,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S29,40_44,муж,7,40-44,9
XIX,Травмы и отравления,S29,45_49,муж,5,45-49,10
XIX,Травмы и отравления,S29,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S29,50_54,муж,2,50-54,11
XIX,Травмы и отравления,S29,55_59,жен,2,55-59,12
XIX,Травмы и отравления,S29,55_59,муж,2,55-59,12
XIX,Травмы и отравления,S29,60_64,жен,1,60-64,13
XIX,Травмы и отравления,S29,60_64,муж,4,60-64,13
XIX,Травмы и отравления,S29,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S29,70_74,муж,2,70-74,15
XIX,Травмы и отравления,S29,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S30,45_49,муж,1,45-49,10
XIX,Травмы и отравления,S30,60_64,жен,1,60-64,13
XIX,Травмы и отравления,S31,25_29,муж,3,25-29,6
XIX,Травмы и отравления,S31,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S31,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S31,40_44,муж,2,40-44,9
XIX,Травмы и отравления,S31,45_49,муж,2,45-49,10
XIX,Травмы и отравления,S31,50_54,муж,3,50-54,11
XIX,Травмы и отравления,S31,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S32,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S32,45_49,муж,1,45-49,10
XIX,Травмы и отравления,S32,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S32,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S32,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S32,80_plus,жен,2,80+,17
XIX,Травмы и отравления,S35,20_24,муж,1,20-24,5
XIX,Травмы и отравления,S35,25_29,муж,4,25-29,6
XIX,Травмы и отравления,S35,30_34,муж,2,30-34,7
XIX,Травмы и отравления,S35,35_39,жен,1,35-39,8
XIX,Травмы и отравления,S35,35_39,муж,2,35-39,8
XIX,Травмы и отравления,S35,40_44,жен,2,40-44,9
XIX,Травмы и отравления,S35,40_44,муж,2,40-44,9
XIX,Травмы и отравления,S35,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S35,60_64,жен,1,60-64,13
XIX,Травмы и отравления,S35,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S35,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S35,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S35,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S36,15_19,жен,2,15-19,4
XIX,Травмы и отравления,S36,15_19,муж,1,15-19,4
XIX,Травмы и отравления,S36,20_24,жен,1,20-24,5
XIX,Травмы и отравления,S36,20_24,муж,4,20-24,5
XIX,Травмы и отравления,S36,25_29,муж,10,25-29,6
XIX,Травмы и отравления,S36,30_34,жен,3,30-34,7
XIX,Травмы и отравления,S36,30_34,муж,8,30-34,7
XIX,Травмы и отравления,S36,35_39,жен,2,35-39,8
XIX,Травмы и отравления,S36,35_39,муж,9,35-39,8
XIX,Травмы и отравления,S36,40_44,жен,3,40-44,9
XIX,Травмы и отравления,S36,40_44,муж,13,40-44,9
XIX,Травмы и отравления,S36,45_49,жен,2,45-49,10
XIX,Травмы и отравления,S36,45_49,муж,10,45-49,10
XIX,Травмы и отравления,S36,50_54,жен,3,50-54,11
XIX,Травмы и отравления,S36,50_54,муж,8,50-54,11
XIX,Травмы и отравления,S36,55_59,жен,2,55-59,12
XIX,Травмы и отравления,S36,55_59,муж,14,55-59,12
XIX,Травмы и отравления,S36,60_64,жен,2,60-64,13
XIX,Травмы и отравления,S36,60_64,муж,2,60-64,13
XIX,Травмы и отравления,S36,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S36,65_69,муж,2,65-69,14
XIX,Травмы и отравления,S36,70_74,жен,1,70-74,15
XIX,Травмы и отравления,S36,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S36,80_plus,жен,2,80+,17
XIX,Травмы и отравления,S37,30_34,жен,1,30-34,7
XIX,Травмы и отравления,S37,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S37,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S37,40_44,муж,2,40-44,9
XIX,Травмы и отравления,S37,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S37,45_49,муж,1,45-49,10
XIX,Травмы и отравления,S37,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S37,50_54,муж,5,50-54,11
XIX,Травмы и отравления,S37,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S37,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S37,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S39,20_24,муж,2,20-24,5
XIX,Травмы и отравления,S39,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S39,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S41,45_49,муж,1,45-49,10
XIX,Травмы и отравления,S42,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S42,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S42,60_64,муж,2,60-64,13
XIX,Травмы и отравления,S42,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S42,65_69,муж,3,65-69,14
XIX,Травмы и отравления,S42,70_74,жен,2,70-74,15
XIX,Травмы и отравления,S42,75_79,жен,1,75-79,16
XIX,Травмы и отравления,S42,80_plus,жен,4,80+,17
XIX,Травмы и отравления,S45,20_24,муж,1,20-24,5
XIX,Травмы и отравления,S45,30_34,муж,2,30-34,7
XIX,Травмы и отравления,S45,35_39,жен,1,35-39,8
XIX,Травмы и отравления,S45,35_39,муж,3,35-39,8
XIX,Травмы и отравления,S45,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S45,45_49,муж,2,45-49,10
XIX,Травмы и отравления,S45,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S45,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S45,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S45,75_79,муж,1,75-79,16
XIX,Травмы и отравления,S45,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S48,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S51,20_24,муж,1,20-24,5
XIX,Травмы и отравления,S51,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S51,30_34,муж,2,30-34,7
XIX,Травмы и отравления,S51,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S51,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S51,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S51,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S51,80_plus,муж,1,80+,17
XIX,Травмы и отравления,S52,70_74,жен,1,70-74,15
XIX,Травмы и отравления,S55,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S55,35_39,муж,3,35-39,8
XIX,Травмы и отравления,S55,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S55,45_49,муж,4,45-49,10
XIX,Травмы и отравления,S55,50_54,муж,2,50-54,11
XIX,Травмы и отравления,S55,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S55,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S55,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S55,75_79,муж,1,75-79,16
XIX,Травмы и отравления,S61,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S71,20_24,муж,1,20-24,5
XIX,Травмы и отравления,S71,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S71,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S71,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S71,50_54,муж,3,50-54,11
XIX,Травмы и отравления,S72,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S72,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S72,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S72,55_59,муж,1,55-59,12
XIX,Травмы и отравления,S72,60_64,жен,2,60-64,13
XIX,Травмы и отравления,S72,60_64,муж,2,60-64,13
XIX,Травмы и отравления,S72,65_69,жен,2,65-69,14
XIX,Травмы и отравления,S72,65_69,муж,3,65-69,14
XIX,Травмы и отравления,S72,70_74,жен,10,70-74,15
XIX,Травмы и отравления,S72,70_74,муж,5,70-74,15
XIX,Травмы и отравления,S72,75_79,жен,16,75-79,16
XIX,Травмы и отравления,S72,75_79,муж,5,75-79,16
XIX,Травмы и отравления,S72,80_plus,жен,49,80+,17
XIX,Травмы и отравления,S72,80_plus,муж,12,80+,17
XIX,Травмы и отравления,S75,25_29,жен,1,25-29,6
XIX,Травмы и отравления,S75,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S75,30_34,муж,4,30-34,7
XIX,Травмы и отравления,S75,35_39,муж,7,35-39,8
XIX,Травмы и отравления,S75,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S75,40_44,муж,6,40-44,9
XIX,Травмы и отравления,S75,45_49,жен,1,45-49,10
XIX,Травмы и отравления,S75,45_49,муж,4,45-49,10
XIX,Травмы и отравления,S75,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S75,55_59,муж,2,55-59,12
XIX,Травмы и отравления,S75,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S75,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S76,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S77,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S78,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S79,20_24,жен,1,20-24,5
XIX,Травмы и отравления,S79,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S81,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S81,60_64,жен,1,60-64,13
XIX,Травмы и отравления,S82,40_44,муж,3,40-44,9
XIX,Травмы и отравления,S82,45_49,муж,3,45-49,10
XIX,Травмы и отравления,S82,60_64,жен,1,60-64,13
XIX,Травмы и отравления,S82,60_64,муж,1,60-64,13
XIX,Травмы и отравления,S82,65_69,жен,1,65-69,14
XIX,Травмы и отравления,S82,65_69,муж,1,65-69,14
XIX,Травмы и отравления,S82,70_74,муж,1,70-74,15
XIX,Травмы и отравления,S82,80_plus,жен,1,80+,17
XIX,Травмы и отравления,S85,30_34,муж,1,30-34,7
XIX,Травмы и отравления,S85,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S85,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S85,45_49,муж,1,45-49,10
XIX,Травмы и отравления,S85,50_54,жен,1,50-54,11
XIX,Травмы и отравления,S85,50_54,муж,2,50-54,11
XIX,Травмы и отравления,S86,25_29,муж,1,25-29,6
XIX,Травмы и отравления,S87,35_39,муж,1,35-39,8
XIX,Травмы и отравления,S92,50_54,муж,1,50-54,11
XIX,Травмы и отравления,S95,40_44,жен,1,40-44,9
XIX,Травмы и отравления,S95,40_44,муж,1,40-44,9
XIX,Травмы и отравления,S99,15_19,муж,1,15-19,4
XIX,Травмы и отравления,S99,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T00,35_39,жен,1,35-39,8
XIX,Травмы и отравления,T01,20_24,муж,1,20-24,5
XIX,Травмы и отравления,T01,25_29,муж,3,25-29,6
XIX,Травмы и отравления,T01,30_34,муж,3,30-34,7
XIX,Травмы и отравления,T01,35_39,муж,4,35-39,8
XIX,Травмы и отравления,T01,40_44,жен,3,40-44,9
XIX,Травмы и отравления,T01,40_44,муж,5,40-44,9
XIX,Травмы и отравления,T01,45_49,жен,1,45-49,10
XIX,Травмы и отравления,T01,45_49,муж,2,45-49,10
XIX,Травмы и отравления,T01,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T01,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T01,65_69,жен,1,65-69,14
XIX,Травмы и отравления,T01,70_74,муж,1,70-74,15
XIX,Травмы и отравления,T02,20_24,муж,1,20-24,5
XIX,Травмы и отравления,T02,25_29,муж,3,25-29,6
XIX,Травмы и отравления,T02,30_34,жен,2,30-34,7
XIX,Травмы и отравления,T02,30_34,муж,5,30-34,7
XIX,Травмы и отравления,T02,35_39,муж,7,35-39,8
XIX,Травмы и отравления,T02,40_44,жен,1,40-44,9
XIX,Травмы и отравления,T02,40_44,муж,6,40-44,9
XIX,Травмы и отравления,T02,45_49,жен,3,45-49,10
XIX,Травмы и отравления,T02,45_49,муж,4,45-49,10
XIX,Травмы и отравления,T02,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T02,50_54,муж,2,50-54,11
XIX,Травмы и отравления,T02,55_59,муж,3,55-59,12
XIX,Травмы и отравления,T02,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T02,65_69,муж,3,65-69,14
XIX,Травмы и отравления,T02,75_79,жен,2,75-79,16
XIX,Травмы и отравления,T02,75_79,муж,1,75-79,16
XIX,Травмы и отравления,T02,80_plus,жен,3,80+,17
XIX,Травмы и отравления,T04,15_19,муж,2,15-19,4
XIX,Травмы и отравления,T04,20_24,муж,28,20-24,5
XIX,Травмы и отравления,T04,25_29,муж,33,25-29,6
XIX,Травмы и отравления,T04,30_34,жен,1,30-34,7
XIX,Травмы и отравления,T04,30_34,муж,29,30-34,7
XIX,Травмы и отравления,T04,35_39,муж,42,35-39,8
XIX,Травмы и отравления,T04,40_44,муж,29,40-44,9
XIX,Травмы и отравления,T04,45_49,муж,44,45-49,10
XIX,Травмы и отравления,T04,50_54,муж,19,50-54,11
XIX,Травмы и отравления,T04,55_59,муж,7,55-59,12
XIX,Травмы и отравления,T04,60_64,муж,3,60-64,13
XIX,Травмы и отравления,T05,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T05,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T05,65_69,жен,1,65-69,14
XIX,Травмы и отравления,T06,0,муж,1,0,0
XIX,Травмы и отравления,T06,10_14,жен,2,10-14,3
XIX,Травмы и отравления,T06,10_14,муж,5,10-14,3
XIX,Травмы и отравления,T06,15_19,жен,7,15-19,4
XIX,Травмы и отравления,T06,15_19,муж,44,15-19,4
XIX,Травмы и отравления,T06,1_4,жен,1,1-4,1
XIX,Травмы и отравления,T06,1_4,муж,1,1-4,1
XIX,Травмы и отравления,T06,20_24,жен,11,20-24,5
XIX,Травмы и отравления,T06,20_24,муж,189,20-24,5
XIX,Травмы и отравления,T06,25_29,жен,22,25-29,6
XIX,Травмы и отравления,T06,25_29,муж,174,25-29,6
XIX,Травмы и отравления,T06,30_34,жен,13,30-34,7
XIX,Травмы и отравления,T06,30_34,муж,209,30-34,7
XIX,Травмы и отравления,T06,35_39,жен,12,35-39,8
XIX,Травмы и отравления,T06,35_39,муж,244,35-39,8
XIX,Травмы и отравления,T06,40_44,жен,14,40-44,9
XIX,Травмы и отравления,T06,40_44,муж,276,40-44,9
XIX,Травмы и отравления,T06,45_49,жен,9,45-49,10
XIX,Травмы и отравления,T06,45_49,муж,233,45-49,10
XIX,Травмы и отравления,T06,50_54,жен,5,50-54,11
XIX,Травмы и отравления,T06,50_54,муж,144,50-54,11
XIX,Травмы и отравления,T06,55_59,жен,7,55-59,12
XIX,Травмы и отравления,T06,55_59,муж,93,55-59,12
XIX,Травмы и отравления,T06,5_9,жен,1,5-9,2
XIX,Травмы и отравления,T06,5_9,муж,3,5-9,2
XIX,Травмы и отравления,T06,60_64,жен,14,60-64,13
XIX,Травмы и отравления,T06,60_64,муж,31,60-64,13
XIX,Травмы и отравления,T06,65_69,жен,8,65-69,14
XIX,Травмы и отравления,T06,65_69,муж,15,65-69,14
XIX,Травмы и отравления,T06,70_74,жен,8,70-74,15
XIX,Травмы и отравления,T06,70_74,муж,13,70-74,15
XIX,Травмы и отравления,T06,75_79,жен,5,75-79,16
XIX,Травмы и отравления,T06,75_79,муж,7,75-79,16
XIX,Травмы и отравления,T06,80_plus,жен,18,80+,17
XIX,Травмы и отравления,T06,80_plus,муж,9,80+,17
XIX,Травмы и отравления,T07,10_14,жен,1,10-14,3
XIX,Травмы и отравления,T07,15_19,муж,5,15-19,4
XIX,Травмы и отравления,T07,1_4,жен,1,1-4,1
XIX,Травмы и отравления,T07,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T07,20_24,муж,5,20-24,5
XIX,Травмы и отравления,T07,25_29,жен,1,25-29,6
XIX,Травмы и отравления,T07,25_29,муж,4,25-29,6
XIX,Травмы и отравления,T07,30_34,жен,3,30-34,7
XIX,Травмы и отравления,T07,30_34,муж,6,30-34,7
XIX,Травмы и отравления,T07,35_39,жен,2,35-39,8
XIX,Травмы и отравления,T07,35_39,муж,5,35-39,8
XIX,Травмы и отравления,T07,40_44,муж,7,40-44,9
XIX,Травмы и отравления,T07,45_49,жен,1,45-49,10
XIX,Травмы и отравления,T07,45_49,муж,3,45-49,10
XIX,Травмы и отравления,T07,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T07,50_54,муж,5,50-54,11
XIX,Травмы и отравления,T07,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T07,55_59,муж,4,55-59,12
XIX,Травмы и отравления,T07,5_9,жен,1,5-9,2
XIX,Травмы и отравления,T07,60_64,жен,1,60-64,13
XIX,Травмы и отравления,T07,60_64,муж,2,60-64,13
XIX,Травмы и отравления,T07,65_69,муж,2,65-69,14
XIX,Травмы и отравления,T07,70_74,муж,2,70-74,15
XIX,Травмы и отравления,T07,75_79,муж,2,75-79,16
XIX,Травмы и отравления,T07,80_plus,жен,1,80+,17
XIX,Травмы и отравления,T09,40_44,муж,1,40-44,9
XIX,Травмы и отравления,T11,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T13,15_19,муж,2,15-19,4
XIX,Травмы и отравления,T13,20_24,муж,2,20-24,5
XIX,Травмы и отравления,T13,25_29,муж,7,25-29,6
XIX,Травмы и отравления,T13,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T13,35_39,муж,3,35-39,8
XIX,Травмы и отравления,T13,40_44,муж,4,40-44,9
XIX,Травмы и отравления,T13,45_49,муж,4,45-49,10
XIX,Травмы и отравления,T13,50_54,муж,2,50-54,11
XIX,Травмы и отравления,T13,55_59,муж,2,55-59,12
XIX,Травмы и отравления,T13,60_64,муж,2,60-64,13
XIX,Травмы и отравления,T17,0,жен,4,0,0
XIX,Травмы и отравления,T17,0,муж,5,0,0
XIX,Травмы и отравления,T17,10_14,жен,1,10-14,3
XIX,Травмы и отравления,T17,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T17,1_4,жен,1,1-4,1
XIX,Травмы и отравления,T17,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T17,20_24,муж,1,20-24,5
XIX,Травмы и отравления,T17,25_29,жен,1,25-29,6
XIX,Травмы и отравления,T17,25_29,муж,7,25-29,6
XIX,Травмы и отравления,T17,30_34,жен,1,30-34,7
XIX,Травмы и отравления,T17,30_34,муж,6,30-34,7
XIX,Травмы и отравления,T17,35_39,жен,2,35-39,8
XIX,Травмы и отравления,T17,35_39,муж,15,35-39,8
XIX,Травмы и отравления,T17,40_44,жен,8,40-44,9
XIX,Травмы и отравления,T17,40_44,муж,25,40-44,9
XIX,Травмы и отравления,T17,45_49,жен,8,45-49,10
XIX,Травмы и отравления,T17,45_49,муж,26,45-49,10
XIX,Травмы и отравления,T17,50_54,жен,2,50-54,11
XIX,Травмы и отравления,T17,50_54,муж,15,50-54,11
XIX,Травмы и отравления,T17,55_59,жен,6,55-59,12
XIX,Травмы и отравления,T17,55_59,муж,27,55-59,12
XIX,Травмы и отравления,T17,5_9,муж,1,5-9,2
XIX,Травмы и отравления,T17,60_64,жен,8,60-64,13
XIX,Травмы и отравления,T17,60_64,муж,30,60-64,13
XIX,Травмы и отравления,T17,65_69,жен,15,65-69,14
XIX,Травмы и отравления,T17,65_69,муж,38,65-69,14
XIX,Травмы и отравления,T17,70_74,жен,8,70-74,15
XIX,Травмы и отравления,T17,70_74,муж,12,70-74,15
XIX,Травмы и отравления,T17,75_79,жен,3,75-79,16
XIX,Травмы и отравления,T17,75_79,муж,17,75-79,16
XIX,Травмы и отравления,T17,80_plus,жен,22,80+,17
XIX,Травмы и отравления,T17,80_plus,муж,18,80+,17
XIX,Травмы и отравления,T18,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T20,45_49,муж,1,45-49,10
XIX,Травмы и отравления,T20,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T20,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T21,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T21,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T21,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T21,60_64,жен,1,60-64,13
XIX,Травмы и отравления,T21,65_69,жен,1,65-69,14
XIX,Травмы и отравления,T21,65_69,муж,1,65-69,14
XIX,Травмы и отравления,T21,70_74,жен,1,70-74,15
XIX,Травмы и отравления,T21,70_74,муж,1,70-74,15
XIX,Травмы и отравления,T21,75_79,муж,1,75-79,16
XIX,Травмы и отравления,T25,65_69,жен,1,65-69,14
XIX,Травмы и отравления,T27,60_64,жен,1,60-64,13
XIX,Травмы и отравления,T27,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T27,65_69,жен,1,65-69,14
XIX,Травмы и отравления,T27,65_69,муж,1,65-69,14
XIX,Травмы и отравления,T27,70_74,жен,1,70-74,15
XIX,Травмы и отравления,T27,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T29,15_19,муж,2,15-19,4
XIX,Травмы и отравления,T29,20_24,муж,3,20-24,5
XIX,Травмы и отравления,T29,25_29,муж,4,25-29,6
XIX,Травмы и отравления,T29,30_34,муж,2,30-34,7
XIX,Травмы и отравления,T29,35_39,жен,1,35-39,8
XIX,Травмы и отравления,T29,35_39,муж,6,35-39,8
XIX,Травмы и отравления,T29,40_44,жен,1,40-44,9
XIX,Травмы и отравления,T29,40_44,муж,6,40-44,9
XIX,Травмы и отравления,T29,45_49,жен,1,45-49,10
XIX,Травмы и отравления,T29,45_49,муж,5,45-49,10
XIX,Травмы и отравления,T29,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T29,50_54,муж,7,50-54,11
XIX,Травмы и отравления,T29,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T29,55_59,муж,7,55-59,12
XIX,Травмы и отравления,T29,60_64,жен,1,60-64,13
XIX,Травмы и отравления,T29,60_64,муж,5,60-64,13
XIX,Травмы и отравления,T29,65_69,муж,5,65-69,14
XIX,Травмы и отравления,T29,70_74,жен,1,70-74,15
XIX,Травмы и отравления,T29,70_74,муж,5,70-74,15
XIX,Травмы и отравления,T29,75_79,жен,2,75-79,16
XIX,Травмы и отравления,T29,75_79,муж,2,75-79,16
XIX,Травмы и отравления,T29,80_plus,жен,3,80+,17
XIX,Травмы и отравления,T31,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T31,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T31,20_24,муж,3,20-24,5
XIX,Травмы и отравления,T31,25_29,муж,2,25-29,6
XIX,Травмы и отравления,T31,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T31,35_39,жен,1,35-39,8
XIX,Травмы и отравления,T31,35_39,муж,1,35-39,8
XIX,Травмы и отравления,T31,40_44,жен,1,40-44,9
XIX,Травмы и отравления,T31,40_44,муж,1,40-44,9
XIX,Травмы и отравления,T31,50_54,муж,4,50-54,11
XIX,Травмы и отравления,T31,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T31,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T31,65_69,жен,1,65-69,14
XIX,Травмы и отравления,T31,65_69,муж,1,65-69,14
XIX,Травмы и отравления,T31,70_74,муж,1,70-74,15
XIX,Травмы и отравления,T34,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T34,40_44,муж,2,40-44,9
XIX,Травмы и отравления,T34,45_49,муж,1,45-49,10
XIX,Травмы и отравления,T34,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T34,60_64,муж,2,60-64,13
XIX,Травмы и отравления,T34,65_69,муж,3,65-69,14
XIX,Травмы и отравления,T34,70_74,муж,2,70-74,15
XIX,Травмы и отравления,T34,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T34,75_79,муж,1,75-79,16
XIX,Травмы и отравления,T35,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T35,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T35,55_59,муж,2,55-59,12
XIX,Травмы и отравления,T35,65_69,муж,1,65-69,14
XIX,Травмы и отравления,T35,70_74,муж,1,70-74,15
XIX,Травмы и отравления,T35,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T36,40_44,муж,1,40-44,9
XIX,Травмы и отравления,T37,35_39,жен,1,35-39,8
XIX,Травмы и отравления,T37,45_49,жен,1,45-49,10
XIX,Травмы и отравления,T38,35_39,жен,1,35-39,8
XIX,Травмы и отравления,T39,1_4,жен,1,1-4,1
XIX,Травмы и отравления,T39,30_34,жен,1,30-34,7
XIX,Травмы и отравления,T39,55_59,муж,1,55-59,12
XIX,Травмы и отравления,T39,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T39,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T40,10_14,муж,1,10-14,3
XIX,Травмы и отравления,T40,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T40,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T40,20_24,муж,4,20-24,5
XIX,Травмы и отравления,T40,25_29,муж,10,25-29,6
XIX,Травмы и отравления,T40,30_34,жен,2,30-34,7
XIX,Травмы и отравления,T40,30_34,муж,20,30-34,7
XIX,Травмы и отравления,T40,35_39,жен,3,35-39,8
XIX,Травмы и отравления,T40,35_39,муж,37,35-39,8
XIX,Травмы и отравления,T40,40_44,жен,4,40-44,9
XIX,Травмы и отравления,T40,40_44,муж,36,40-44,9
XIX,Травмы и отравления,T40,45_49,жен,3,45-49,10
XIX,Травмы и отравления,T40,45_49,муж,15,45-49,10
XIX,Травмы и отравления,T40,50_54,муж,3,50-54,11
XIX,Травмы и отравления,T40,55_59,жен,1,55-59,12
