year,mo_key,mo_id,mo_name,age_band,population,icd_class,deaths,standard_weight,age_specific_rate_per100k,weighted_component
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,IV,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,V,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,VI,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,VIII,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,IX,3,0.0648621296081229,470.21943573667716,30.49943398501077
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,X,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XI,1,0.0648621296081229,156.7398119122257,10.16647799500359
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XII,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XIII,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XIV,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XV,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XVI,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XVII,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XVIII,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XIX,4,0.0648621296081229,626.9592476489028,40.66591198001436
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,XXII,0,0.0648621296081229,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,I,0,0.06264102266317152,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,II,1,0.06264102266317152,150.82956259426848,9.448118048743819
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,III,0,0.06264102266317152,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,IV,3,0.06264102266317152,452.48868778280547,28.34435414623146
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,V,0,0.06264102266317152,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,VI,1,0.06264102266317152,150.82956259426848,9.448118048743819
2016,александровск-сахалинский,368,Александровск-Сахалинский,55_59,663.0,VIII,0,0.06264102266317152,0.0,0.0
